t,p1,p2,p3,p4,p5,p6,v1,v2,v3,v4,v5,v6,pc1,pc2,pc3,pc4,pc5,pc6,vc1,vc2,vc3,vc4,vc5,vc6,j1,j2,j3,j4,j5,j6,t1,t2,t3,t4,t5,t6,Fx,Fy,Fz,Mx,My,Mz
1.894,0.292577,-0.0985625,0.276172,2.05141,-1.73246,0.350768,0.546307,0.367523,-0.554755,1.44469,0.22446,-0.808416,0.417979,-5.32728e-05,0.172234,1.15798,-2.08769,-6.473e-05,0,0,0,0,0,0,-0.319733,1.33165,0.44468,3.12498,-2.70772,1.00865,8.48019,64.6205,-96.207,17.8526,-38.5879,4.9654,0,0,0,0,0,0
1.895,0.293119,-0.0982087,0.275639,2.05295,-1.73218,0.350172,0.546041,0.366661,-0.553379,1.45064,0.228126,-0.795058,0.41799,-5.32246e-05,0.172214,1.15693,-2.08864,-6.46714e-05,0,0,0,0,0,0,-0.31869,1.3375,0.435804,3.12675,-2.71159,1.00915,8.31426,68.142,-99.672,18.1091,-39.9984,4.98913,0,0,0,0,0,0
1.896,0.293662,-0.0978563,0.275108,2.05451,-1.73188,0.349605,0.545895,0.365766,-0.551953,1.45739,0.232522,-0.780737,0.418001,-5.31764e-05,0.172194,1.15588,-2.08959,-6.46129e-05,0,0,0,0,0,0,-0.317652,1.34349,0.42662,3.12855,-2.7156,1.00965,8.15244,72.1296,-103.557,18.3916,-41.5595,5.0144,0,0,0,0,0,0
1.897,0.294208,-0.0975054,0.27458,2.05609,-1.73157,0.34907,0.545882,0.364834,-0.550457,1.46502,0.237738,-0.765314,0.418012,-5.31283e-05,0.172174,1.15484,-2.09055,-6.45544e-05,0,0,0,0,0,0,-0.316619,1.34963,0.417095,3.13038,-2.71976,1.01015,7.99542,76.6787,-107.951,18.7043,-43.3003,5.04141,0,0,0,0,0,0
1.898,0.294756,-0.097156,0.274055,2.05769,-1.73123,0.34857,0.546017,0.363859,-0.548866,1.47362,0.243885,-0.748628,0.418023,-5.30801e-05,0.172154,1.15379,-2.0915,-6.44959e-05,0,0,0,0,0,0,-0.315591,1.35594,0.407189,3.13224,-2.7241,1.01066,7.84384,81.9122,-112.965,19.0529,-45.2576,5.0704,0,0,0,0,0,0
1.899,0.295307,-0.0968085,0.273533,2.05932,-1.73087,0.34811,0.546317,0.362836,-0.547144,1.48333,0.251096,-0.730483,0.418034,-5.30319e-05,0.172133,1.15274,-2.09245,-6.44373e-05,0,0,0,0,0,0,-0.314568,1.36244,0.396855,3.13413,-2.72864,1.01117,7.69838,87.9903,-118.747,19.4443,-47.4793,5.10171,0,0,0,0,0,0
1.9,0.295861,-0.0964627,0.273017,2.06098,-1.73049,0.347696,0.546803,0.36176,-0.545245,1.49427,0.25954,-0.710645,0.418045,-5.29838e-05,0.172113,1.1517,-2.0934,-6.43788e-05,0,0,0,0,0,0,-0.313551,1.36916,0.386037,3.13607,-2.7334,1.01168,7.55971,95.1263,-125.496,19.8877,-50.0284,5.13572,0,0,0,0,0,0
1.901,0.296419,-0.096119,0.272505,2.06267,-1.73007,0.347332,0.547497,0.360626,-0.543102,1.50665,0.269425,-0.688831,0.418055,-5.29356e-05,0.172093,1.15065,-2.09436,-6.43203e-05,0,0,0,0,0,0,-0.31254,1.37612,0.374665,3.13804,-2.73842,1.0122,7.42852,103.608,-133.479,20.3957,-52.9898,5.17298,0,0,0,0,0,0
1.902,0.296981,-0.0957775,0.272002,2.0644,-1.72962,0.347027,0.548426,0.359428,-0.540622,1.52069,0.281007,-0.664701,0.418066,-5.28874e-05,0.172073,1.1496,-2.09531,-6.42618e-05,0,0,0,0,0,0,-0.311534,1.38336,0.362653,3.14006,-2.74374,1.01272,7.30556,113.836,-143.072,20.9853,-56.48,5.21417,0,0,0,0,0,0
1.903,0.297548,-0.0954382,0.271508,2.06617,-1.72912,0.34679,0.549616,0.358163,-0.53767,1.5367,0.29461,-0.637837,0.418077,-5.28393e-05,0.172053,1.14856,-2.09626,-6.42032e-05,0,0,0,0,0,0,-0.310534,1.39093,0.34989,3.14214,-2.74941,1.01324,7.1916,126.374,-154.81,21.6805,-60.6636,5.26024,0,0,0,0,0,0
1.904,0.298122,-0.0951013,0.271028,2.068,-1.72857,0.346631,0.551094,0.356827,-0.53405,1.55511,0.310637,-0.607737,0.418088,-5.27911e-05,0.172033,1.14751,-2.09722,-6.41447e-05,0,0,0,0,0,0,-0.309541,1.39888,0.336236,3.14428,-2.75551,1.01377,7.08753,142.052,-169.481,22.5166,-65.7802,5.31255,0,0,0,0,0,0
1.905,0.298701,-0.0947668,0.270567,2.0699,-1.72796,0.346564,0.552882,0.35542,-0.529465,1.5765,0.329595,-0.573798,0.418099,-5.27429e-05,0.172013,1.14646,-2.09817,-6.40862e-05,0,0,0,0,0,0,-0.308553,1.40731,0.321505,3.1465,-2.76212,1.01431,6.9943,162.12,-188.289,23.547,-72.191,5.37306,0,0,0,0,0,0
1.906,0.299288,-0.0944348,0.270133,2.07188,-1.72727,0.346602,0.554985,0.35395,-0.523453,1.6017,0.352118,-0.535322,0.41811,-5.26948e-05,0.171993,1.14541,-2.09912,-6.40277e-05,0,0,0,0,0,0,-0.307571,1.4163,0.305447,3.14882,-2.76939,1.01485,6.91295,188.554,-213.151,24.8565,-80.465,5.44477,0,0,0,0,0,0
1.907,0.29988,-0.0941049,0.26974,2.07396,-1.72649,0.346764,0.557368,0.35244,-0.515264,1.63198,0.378982,-0.491557,0.418121,-5.26466e-05,0.171973,1.14437,-2.10008,-6.39691e-05,0,0,0,0,0,0,-0.306595,1.42601,0.287714,3.15126,-2.77749,1.01541,6.84451,224.634,-247.282,26.5876,-91.5481,5.53255,0,0,0,0,0,0
1.908,0.300478,-0.0937763,0.26941,2.07619,-1.7256,0.347063,0.559898,0.350943,-0.503626,1.66937,0.411087,-0.441871,0.418132,-5.25984e-05,0.171952,1.14332,-2.10103,-6.39106e-05,0,0,0,0,0,0,-0.305625,1.43663,0.267801,3.15386,-2.78672,1.01597,6.78974,276.171,-296.447,28.9968,-107.122,5.64482,0,0,0,0,0,0
1.909,0.301075,-0.093447,0.269183,2.07862,-1.72458,0.347506,0.562221,0.34958,-0.486244,1.71728,0.449313,-0.386278,0.418142,-5.25503e-05,0.171932,1.14227,-2.10198,-6.38521e-05,0,0,0,0,0,0,-0.304661,1.44849,0.244945,3.15667,-2.79753,1.01655,6.74837,354.387,-371.9,32.5911,-130.455,5.79754,0,0,0,0,0,0
1.91,0.301656,-0.0931126,0.269137,2.08137,-1.72342,0.348061,0.563417,0.348629,-0.458616,1.78207,0.493918,-0.327095,0.418153,-5.25021e-05,0.171912,1.14123,-2.10293,-6.37936e-05,0,0,0,0,0,0,-0.303703,1.46207,0.217918,3.1598,-2.81071,1.01715,6.71676,483.648,-498.386,38.5053,-168.726,6.02498,0,0,0,0,0,0
1.911,0.302182,-0.0927618,0.269438,2.08466,-1.72216,0.348572,0.561043,0.348768,-0.410879,1.87699,0.542251,-0.274476,0.418164,-5.24539e-05,0.171892,1.14018,-2.10389,-6.3735e-05,0,0,0,0,0,0,-0.302751,1.47824,0.184562,3.16345,-2.82777,1.0178,6.68033,727.057,-740.813,49.7979,-240.854,6.41553,0,0,0,0,0,0
1.912,0.302532,-0.0923642,0.270514,2.08905,-1.72103,0.348398,0.5478,0.351835,-0.317455,2.03475,0.57902,-0.268164,0.418175,-5.24058e-05,0.171872,1.13913,-2.10484,-6.36765e-05,0,0,0,0,0,0,-0.301805,1.4987,0.140581,3.16805,-2.85213,1.01851,6.58423,1305.27,-1329.2,77.7476,-414.773,7.2806,0,0,0,0,0,0
1.913,0.302257,-0.0918212,0.27382,2.09632,-1.72136,0.344544,0.496113,0.363847,-0.0897473,2.36369,0.521813,-0.493465,0.418186,-5.23576e-05,0.171852,1.13809,-2.10579,-6.3618e-05,0,0,0,0,0,0,-0.300865,1.52765,0.0752858,3.17489,-2.89402,1.01941,6.17784,3769.53,-3902.74,207.706,-1187.47,10.8667,0,0,0,0,0,0
1.914,0.299075,-0.0907209,0.28295,2.12003,-1.7444,0.298976,0.264965,0.410115,0.489558,3.70472,-0.958249,-3.32557,0.418197,-5.23094e-05,0.171832,1.13704,-2.10675,-6.35594e-05,0,0,0,0,0,0,-0.29992,1.58416,-0.0234988,3.19141,-2.9936,1.02128,1.54437,-20911.5,22402.5,-1569.09,7171.14,-33.4414,0,0,0,0,0,0
1.915,0.301743,-0.095065,0.275628,2.04085,-1.71475,0.342771,0.415993,0.1114,-0.00128568,-1.5029,0.964787,-0.364864,0.418208,-5.22613e-05,0.171812,1.13599,-2.1077,-6.35009e-05,0,0,0,0,0,0,-0.299074,1.5237,0.0612426,3.10721,-2.8936,1.00612,10.533,4407.56,-4465.02,-17.9382,-1393.59,1.71651,0,0,0,0,0,0
1.916,0.296794,-0.0936884,0.316498,2.0067,-1.74165,0.303537,0.0788938,0.190896,2.56672,-3.55426,-0.785856,-2.80713,0.418218,-5.22131e-05,0.171792,1.13494,-2.10865,-6.34424e-05,0,0,0,0,0,0,-0.298264,1.46216,0.0636133,3.07439,-2.98979,1.01168,8.23168,5455.36,-4883.18,-350.675,-1200.31,-8.6567,0,0,0,0,0,0
1.917,0.291911,-0.0906751,0.343225,1.9802,-1.75386,0.300538,-0.232863,0.368233,4.08478,-4.99609,-1.50398,-2.81918,0.418229,-5.21649e-05,0.171772,1.1339,-2.1096,-6.33839e-05,0,0,0,0,0,0,-0.297507,1.46141,-0.0348665,3.04726,-3.08979,1.00949,6.83312,-13855.8,16231.3,7267.19,5533.76,181.01,0,0,0,0,0,0
1.918,0.295008,-0.0902496,0.339725,1.96418,-1.72098,0.387896,-0.0236385,0.37183,3.60823,-5.68873,0.656548,2.84682,0.41824,-5.21168e-05,0.171751,1.13285,-2.11056,-6.33253e-05,0,0,0,0,0,0,-0.29752,1.39023,0.0401583,3.14726,-2.98979,1.10949,13.3917,10104.7,-9116.46,280.071,-2564.31,6.61337,0,0,0,0,0,0
1.919,0.286638,-0.0874984,0.37166,2.02101,-1.71192,0.378101,-0.548081,0.521334,5.38805,-1.76003,1.18474,2.05249,0.418251,-5.20686e-05,0.171731,1.1318,-2.11151,-6.32668e-05,0,0,0,0,0,0,-0.298301,1.36485,-0.0134952,3.19264,-3.08979,1.10388,19.2254,-33726.2,38155.8,-8440.2,12426.9,-208.593,0,0,0,0,0,0
1.92,0.287214,-0.0898167,0.373269,2.012,-1.65848,0.455801,-0.477458,0.342913,5.15057,-2.21612,4.4678,6.80561,0.418262,-5.20204e-05,0.171711,1.13076,-2.11246,-6.32083e-05,0,0,0,0,0,0,-0.297428,1.27475,0.0803451,3.09264,-2.98979,1.00388,28.0742,6004.41,-3947.46,-123.178,-889.129,-0.806922,0,0,0,0,0,0
1.921,0.275064,-0.0848283,0.409923,1.97032,-1.68987,0.425858,-1.21085,0.634794,7.12999,-4.69512,2.21468,4.49663,0.418273,-5.19723e-05,0.171691,1.12971,-2.11342,-6.31498e-05,0,0,0,0,0,0,-0.294843,1.2138,0.0833501,3.05824,-3.07695,1.01074,18.1036,7075.03,-4528.81,-1085.81,-789.58,-26.949,0,0,0,0,0,0
1.922,0.266225,-0.0791374,0.431271,1.89034,-1.72499,0.426993,-1.69016,0.952478,8.02335,-9.42577,-0.131202,4.2854,0.418284,-5.19241e-05,0.171671,1.12866,-2.11437,-6.30912e-05,0,0,0,0,0,0,-0.292064,1.21564,-0.0149955,2.97864,-3.16485,1.00393,6.13556,-30760.5,36200.8,-61825.8,11898.5,-1549.71,0,0,0,0,0,0
1.923,0.266144,-0.0772116,0.432809,1.89299,-1.64293,0.494803,-1.58901,1.01363,7.61583,-8.6672,5.03304,8.27675,0.418295,-5.18759e-05,0.171651,1.12762,-2.11532,-6.30327e-05,0,0,0,0,0,0,-0.265821,1.12623,0.0780438,2.87864,-3.06485,0.90393,-64.8725,7676.23,-4586.4,-3338.21,-828.509,-87.4813,0,0,0,0,0,0
1.924,0.254344,-0.0554292,0.464323,1.84903,-1.64725,0.470958,-2.23061,2.31858,9.1174,-10.8845,4.44563,6.25847,0.418305,-5.18278e-05,0.171631,1.12657,-2.11627,-6.29742e-05,0,0,0,0,0,0,-0.216518,1.07223,0.0658848,2.77864,-3.14779,0.864636,-224.997,10347.1,-6918.14,104641,-1208.58,2608.85,0,0,0,0,0,0
1.925,0.247843,-0.0462915,0.477733,1.85532,-1.67291,0.448806,-2.49894,2.74703,9.38714,-9.80517,2.55364,4.47342,0.418316,-5.17796e-05,0.171611,1.12552,-2.11723,-6.29157e-05,0,0,0,0,0,0,-0.209786,1.10626,-0.0341152,2.87864,-3.24779,0.964636,-240.514,-11457.5,16332.9,-9069.59,5849.22,-234.54,0,0,0,0,0,0
1.926,0.252055,-0.0593323,0.465207,1.83833,-1.65741,0.500517,-2.07725,1.75506,8.0103,-10.2569,3.36744,7.44143,0.418327,-5.17314e-05,0.171591,1.12447,-2.11818,-6.28571e-05,0,0,0,0,0,0,-0.233139,1.07105,0.0403561,2.77864,-3.14779,0.864636,-143.377,9257.74,-6096.34,87035,-1114.19,2169.98,0,0,0,0,0,0
1.927,0.231374,-0.0634418,0.495642,1.80873,-1.75044,0.508336,-3.24615,1.38658,9.41925,-11.4724,-2.68924,7.46515,0.418338,-5.16833e-05,0.171571,1.12343,-2.11913,-6.27986e-05,0,0,0,0,0,0,-0.292786,1.02765,0.00821126,2.87864,-3.24275,0.964636,44.9068,31974.7,-29865.3,19146.7,-8130.9,476.474,0,0,0,0,0,0
1.928,0.226842,-0.0857188,0.495168,1.78141,-1.88644,0.447013,-3.327,-0.100249,8.7977,-12.4681,-11.0658,3.14305,0.418349,-5.16351e-05,0.17155,1.12238,-2.12009,-6.27401e-05,0,0,0,0,0,0,-0.392041,1.12017,-0.0917887,2.97864,-3.34275,1.06464,350.023,1873.15,1586.61,-535.204,1433.79,-16.7115,0,0,0,0,0,0
1.929,0.233507,-0.118803,0.452583,1.70779,-1.96695,0.518695,-2.69912,-2.17272,5.56922,-16.3101,-15.4288,7.4495,0.41836,-5.15869e-05,0.17153,1.12133,-2.12104,-6.26816e-05,0,0,0,0,0,0,-0.486726,1.20947,-0.154242,2.96622,-3.24677,1.05289,626.685,2110.71,427.396,-848.186,591.463,-22.7898,0,0,0,0,0,0
1.93,0.234937,-0.148689,0.417717,1.58727,-2.09108,0.498785,-2.43972,-3.91396,3.02859,-22.858,-22.2587,5.73048,0.418371,-5.15388e-05,0.17151,1.12029,-2.12199,-6.2623e-05,0,0,0,0,0,0,-0.572874,1.29115,-0.18041,2.89296,-3.18396,1.04746,862.558,2016.46,-334.665,-826.623,43.6419,-24.5883,0,0,0,0,0,0
1.931,0.230096,-0.17229,0.392539,1.50444,-2.21177,0.406312,-2.59058,-5.15097,1.25632,-26.6262,-28.4433,-0.439878,0.418382,-5.14906e-05,0.17149,1.11924,-2.12294,-6.25645e-05,0,0,0,0,0,0,-0.651644,1.37492,-0.200048,2.80804,-3.17567,1.04495,1071.41,1652.02,-717.973,1532.94,-188.626,30.5614,0,0,0,0,0,0
1.932,0.221543,-0.19188,0.371407,1.56949,-2.2749,0.370914,-2.96524,-6.05818,-0.150423,-20.8659,-30.6229,-2.63631,0.418392,-5.14424e-05,0.17147,1.11819,-2.1239,-6.2506e-05,0,0,0,0,0,0,-0.724507,1.463,-0.223097,2.87481,-3.19351,1.06267,1238.13,1253.05,-1102.35,450.579,-320.439,6.91102,0,0,0,0,0,0
1.933,0.210952,-0.208212,0.352095,1.65766,-2.33614,0.3481,-3.44435,-6.70372,-1.35434,-14.015,-32.5465,-3.90412,0.418403,-5.13943e-05,0.17145,1.11715,-2.12485,-6.24474e-05,0,0,0,0,0,0,-0.792156,1.55533,-0.252672,2.93556,-3.22543,1.06062,1373.95,705.606,-1299.29,-382.71,-344.118,-10.2029,0,0,0,0,0,0
1.934,0.199962,-0.221203,0.332255,1.69613,-2.41938,0.28968,-3.91847,-7.09876,-2.51581,-10.7169,-35.7316,-7.32945,0.418414,-5.13461e-05,0.17143,1.1161,-2.1258,-6.23889e-05,0,0,0,0,0,0,-0.855474,1.65077,-0.288871,2.92303,-3.25956,1.05499,1489.81,-12.1008,-1228.52,-217.939,-297.264,-6.8838,0,0,0,0,0,0
1.935,0.188368,-0.231636,0.311263,1.72594,-2.50308,0.226219,-4.40073,-7.30821,-3.67671,-8.17103,-38.7455,-10.8563,0.418425,-5.12979e-05,0.17141,1.11505,-2.12676,-6.23304e-05,0,0,0,0,0,0,-0.915459,1.74614,-0.326068,2.89639,-3.28866,1.05499,1587.85,-710.494,-1118.85,-43.7824,-260.336,-4.72261,0,0,0,0,0,0
1.936,0.175779,-0.240249,0.290503,1.77237,-2.57903,0.179285,-4.91523,-7.39021,-4.7501,-4.73985,-41.0833,-13.1231,0.418436,-5.12498e-05,0.17139,1.114,-2.12771,-6.22719e-05,0,0,0,0,0,0,-0.972805,1.83778,-0.357238,2.88444,-3.31373,1.05577,1669.65,-1242.48,-1147.43,-28.9633,-263.87,-5.89656,0,0,0,0,0,0
1.937,0.162845,-0.247267,0.271398,1.83188,-2.65208,0.143226,-5.41904,-7.36686,-5.65203,-0.702919,-43.0918,-14.5642,0.418447,-5.12016e-05,0.171369,1.11296,-2.12866,-6.22133e-05,0,0,0,0,0,0,-1.02797,1.92365,-0.379641,2.87889,-3.3389,1.05561,1736.85,-1570.9,-1341.51,-38.5864,-298.249,-7.50044,0,0,0,0,0,0
1.938,0.150211,-0.252928,0.254634,1.89981,-2.72523,0.113728,-5.87237,-7.25962,-6.35027,3.6093,-44.9802,-15.5026,0.418458,-5.11534e-05,0.171349,1.11191,-2.12962,-6.21548e-05,0,0,0,0,0,0,-1.08127,2.00381,-0.395873,2.87366,-3.36753,1.05508,1791.16,-1734.27,-1642.83,-23.1032,-340.839,-8.72207,0,0,0,0,0,0
1.939,0.13801,-0.257411,0.240164,1.9726,-2.79801,0.0932544,-6.26999,-7.08521,-6.86045,7.956,-46.7269,-15.8149,0.418468,-5.11052e-05,0.171329,1.11086,-2.13057,-6.20963e-05,0,0,0,0,0,0,-1.13292,2.07975,-0.411822,2.86939,-3.40069,1.05455,1836.22,-1826.98,-1941.46,-5.41044,-364.252,-10.0518,0,0,0,0,0,0
1.94,0.125997,-0.260563,0.227385,2.04423,-2.86816,0.084722,-6.63085,-6.83804,-7.2323,11.9563,-48.1992,-15.3573,0.418479,-5.10571e-05,0.171309,1.10982,-2.13152,-6.20378e-05,0,0,0,0,0,0,-1.18308,2.15326,-0.433566,2.86697,-3.43657,1.05389,1877.73,-1964.66,-2112.6,-7.88908,-345.84,-11.8727,0,0,0,0,0,0
1.941,0.113846,-0.26187,0.215476,2.10716,-2.93309,0.0877394,-6.97768,-6.49055,-7.52616,15.1594,-49.2503,-14.2028,0.41849,-5.10089e-05,0.171289,1.10877,-2.13247,-6.19792e-05,0,0,0,0,0,0,-1.23184,2.22523,-0.464282,2.86522,-3.47089,1.05292,1921.3,-2216.69,-2086.57,-27.5212,-284.158,-14.0329,0,0,0,0,0,0
1.942,0.101465,-0.260876,0.203876,2.15622,-2.99111,0.0991556,-7.3172,-6.02029,-7.78208,17.2894,-49.8014,-12.5931,0.418501,-5.09607e-05,0.171269,1.10772,-2.13343,-6.19207e-05,0,0,0,0,0,0,-1.27916,2.29498,-0.502687,2.86244,-3.49906,1.05157,1969.55,-2557.92,-1897.48,-48.8004,-203.923,-16.1205,0,0,0,0,0,0
1.943,0.0891413,-0.257711,0.192603,2.19114,-3.04213,0.115249,-7.63177,-5.44311,-8.00146,18.3974,-49.8779,-10.7907,0.418512,-5.09126e-05,0.171249,1.10668,-2.13438,-6.18622e-05,0,0,0,0,0,0,-1.32484,2.36053,-0.544091,2.858,-3.5189,1.04992,2020.79,-2896.13,-1650.12,-60.1179,-137.145,-17.8187,0,0,0,0,0,0
1.944,0.0764867,-0.249153,0.187175,2.16876,-3.07225,0.150761,-7.94737,-4.56341,-7.83978,15.8348,-48.6362,-7.8814,0.418523,-5.08644e-05,0.171229,1.10563,-2.13533,-6.18037e-05,0,0,0,0,0,0,-1.36421,2.41426,-0.628292,2.86493,-3.52934,1.04807,2068.79,-3486.04,-852.137,-176.039,2.27692,-19.8124,0,0,0,0,0,0
1.945,0.0664341,-0.239895,0.182117,2.12782,-3.10188,0.168099,-8.07965,-3.69499,-7.66497,12.2681,-47.442,-6.29685,0.418534,-5.08162e-05,0.171209,1.10458,-2.13629,-6.17451e-05,0,0,0,0,0,0,-1.39939,2.45435,-0.701513,2.85409,-3.52738,1.04532,2096.95,-3746.26,-321.243,-184.554,28.0581,-19.6932,0,0,0,0,0,0
1.946,0.0588461,-0.233559,0.178162,2.09351,-3.13091,0.174301,-8.04876,-3.06476,-7.43185,9.34148,-46.2851,-5.51152,0.418545,-5.07681e-05,0.171189,1.10353,-2.13724,-6.16866e-05,0,0,0,0,0,0,-1.43025,2.47931,-0.748633,2.83778,-3.52201,1.04301,2100.44,-3641.57,-152.226,-133.4,-20.4144,-18.4468,0,0,0,0,0,0
1.947,0.0534498,-0.231277,0.176823,2.07454,3.12565,0.177472,-7.8821,-2.72876,-7.04905,7.56215,-45.0503,-4.96596,0.418555,-5.07199e-05,0.171168,1.10249,-2.13819,-6.16281e-05,0,0,0,0,0,0,-1.45603,2.48993,-0.771359,2.82416,-3.52138,1.04118,2076.81,-3260.63,-256.707,-53.0931,-86.2139,-16.472,0,0,0,0,0,0
1.948,0.0497681,-0.232518,0.178407,2.06997,3.10321,0.18287,-7.61818,-2.63531,-6.5066,6.80027,-43.6292,-4.3148,0.418566,-5.06717e-05,0.171148,1.10144,-2.13914,-6.15696e-05,0,0,0,0,0,0,-1.4763,2.48903,-0.776289,2.81726,-3.52777,1.03978,2028.53,-2710.56,-527.41,28.2684,-141.752,-14.2157,0,0,0,0,0,0
1.949,0.0473348,-0.235966,0.182546,2.07414,3.08626,0.192794,-7.2924,-2.68638,-5.83771,6.63455,-41.9532,-3.42011,0.418577,-5.06236e-05,0.171128,1.10039,-2.1401,-6.1511e-05,0,0,0,0,0,0,-1.49103,2.48046,-0.772318,2.81822,-3.5404,1.03868,1960.81,-2101.24,-852.536,85.8388,-175.45,-12.1554,0,0,0,0,0,0
1.95,0.0458352,-0.240026,0.188547,2.07977,3.07525,0.206585,-6.92843,-2.77267,-5.09385,6.57156,-40.0092,-2.33874,0.418588,-5.05754e-05,0.171108,1.09935,-2.14105,-6.14525e-05,0,0,0,0,0,0,-1.50049,2.46823,-0.768572,2.82553,-3.55714,1.0377,1879.34,-1535.76,-1124.82,107.447,-182.422,-10.596,0,0,0,0,0,0
1.951,0.045126,-0.243182,0.195579,2.08004,3.06991,0.221625,-6.53767,-2.79674,-4.332,6.17598,-37.8304,-1.24676,0.418599,-5.05272e-05,0.171088,1.0983,-2.142,-6.1394e-05,0,0,0,0,0,0,-1.50511,2.45569,-0.772452,2.8361,-3.57523,1.03672,1788.8,-1093.9,-1260.57,95.7115,-162.455,-9.58485,0,0,0,0,0,0
1.952,0.0451764,-0.244323,0.202804,2.07002,3.06959,0.234902,-6.12372,-2.6927,-3.60582,5.158,-35.4737,-0.334225,0.41861,-5.04791e-05,0.171068,1.09725,-2.14296,-6.13355e-05,0,0,0,0,0,0,-1.50537,2.44489,-0.788012,2.84652,-3.59179,1.03566,1692.4,-812.008,-1223.44,62.8323,-121.858,-8.97153,0,0,0,0,0,0
1.953,0.0459929,-0.243005,0.209536,2.04766,3.07352,0.244273,-5.68766,-2.44071,-2.95626,3.42902,-32.9976,0.27558,0.418621,-5.04309e-05,0.171048,1.09621,-2.14391,-6.12769e-05,0,0,0,0,0,0,-1.50168,2.43626,-0.81532,2.8543,-3.60448,1.03454,1592.07,-675.446,-1033.37,23.0734,-73.0253,-8.54022,0,0,0,0,0,0
1.954,0.0475684,-0.239516,0.215381,2.01409,3.08106,0.248994,-5.2313,-2.06813,-2.4033,1.1046,-30.4505,0.554854,0.418631,-5.03827e-05,0.171028,1.09516,-2.14486,-6.12184e-05,0,0,0,0,0,0,-1.49443,2.42897,-0.851166,2.85826,-3.61222,1.03342,1488.9,-634.032,-749.217,-12.6911,-29.1207,-8.12262,0,0,0,0,0,0
1.955,0.0498682,-0.234666,0.220295,1.97282,3.09172,0.249534,-4.7581,-1.63348,-1.94355,-1.55821,-27.8678,0.553939,0.418642,-5.03346e-05,0.171008,1.09411,-2.14581,-6.11599e-05,0,0,0,0,0,0,-1.48391,2.42147,-0.890677,2.85843,-3.61534,1.03237,1383.58,-629.483,-438.136,-38.6989,1.84128,-7.63753,0,0,0,0,0,0
1.956,0.0528384,-0.229426,0.224517,1.92826,3.10511,0.247049,-4.27252,-1.20158,-1.55616,-4.25999,-25.2752,0.363034,0.418653,-5.02864e-05,0.170988,1.09306,-2.14677,-6.11013e-05,0,0,0,0,0,0,-1.47045,2.41223,-0.928952,2.85558,-3.6151,1.03142,1276.65,-615.935,-152.75,-53.4841,18.6524,-7.07257,0,0,0,0,0,0
1.957,0.0564181,-0.224607,0.228415,1.88446,3.12093,0.242855,-3.77915,-0.823296,-1.21342,-6.74414,-22.6931,0.0766846,0.418664,-5.02382e-05,0.170967,1.09202,-2.14772,-6.10428e-05,0,0,0,0,0,0,-1.45438,2.4001,-0.962122,2.85078,-3.61295,1.03059,1168.64,-566.601,76.0829,-58.3359,24.6031,-6.45212,0,0,0,0,0,0
1.958,0.0605455,-0.220715,0.232343,1.84436,3.13889,0.238077,-3.28237,-0.527047,-0.89038,-8.83984,-20.1388,-0.228365,0.418675,-5.01901e-05,0.170947,1.09097,-2.14867,-6.09843e-05,0,0,0,0,0,0,-1.43604,2.38448,-0.987751,2.84509,-3.61008,1.02988,1060.2,-471.353,236.398,-55.9138,24.3215,-5.81382,0,0,0,0,0,0
1.959,0.0651584,-0.217946,0.236547,1.80963,-3.12448,0.233496,-2.7863,-0.31993,-0.570291,-10.4669,-17.6286,-0.501835,0.418686,-5.01419e-05,0.170927,1.08992,-2.14963,-6.09258e-05,0,0,0,0,0,0,-1.41583,2.36535,-1.0048,2.83934,-3.60719,1.02929,952.126,-331.628,329.26,-49.2055,21.7487,-5.19512,0,0,0,0,0,0
1.96,0.0701901,-0.21625,0.241141,1.78081,-3.1031,0.229539,-2.29508,-0.1933,-0.245818,-11.62,-15.178,-0.718934,0.418697,-5.00937e-05,0.170907,1.08888,-2.15058,-6.08672e-05,0,0,0,0,0,0,-1.39414,2.3431,-1.01341,2.8341,-3.60461,1.0288,845.338,-155.952,363.605,-40.8453,19.4528,-4.62594,0,0,0,0,0,0
1.961,0.0755666,-0.21542,0.246115,1.75763,-3.08046,0.226353,-1.81306,-0.128969,0.0821637,-12.3463,-12.8018,-0.873951,0.418708,-5.00456e-05,0.170887,1.08783,-2.15153,-6.08087e-05,0,0,0,0,0,0,-1.37135,2.31846,-1.01458,2.82963,-3.60235,1.02837,740.855,43.2341,352.617,-32.7901,18.74,-4.12588,0,0,0,0,0,0
1.962,0.081203,-0.215158,0.251364,1.73926,-3.05685,0.223917,-1.34499,-0.104453,0.406772,-12.725,-10.5136,-0.972068,0.418718,-4.99974e-05,0.170867,1.08678,-2.15248,-6.07502e-05,0,0,0,0,0,0,-1.34781,2.29235,-1.00993,2.82598,-3.6003,1.028,639.68,251.784,311.286,-26.28,20.0355,-3.70484,0,0,0,0,0,0
1.963,0.0870042,-0.215144,0.256715,1.72455,-3.03253,0.222148,-0.895984,-0.0969908,0.71746,-12.8496,-8.32475,-1.02213,0.418729,-4.99492e-05,0.170847,1.08574,-2.15344,-6.06917e-05,0,0,0,0,0,0,-1.32381,2.26575,-1.00138,2.82304,-3.59827,1.02767,542.716,455.527,254.627,-21.9566,23.2452,-3.36561,0,0,0,0,0,0
